"Date"	"Hour"	"Original"	"Predicted"	"Relative Error"
"485"	"2014-05-21"	4	565	559	0.00893194762227791
"486"	"2014-05-21"	5	638	722	-0.132277608777902
"487"	"2014-05-21"	6	797	806	-0.0121123640332148
"488"	"2014-05-21"	7	889	835	0.0607023022573037
"489"	"2014-05-21"	8	770	843	-0.095376339069771
"490"	"2014-05-21"	9	854	830	0.0274876298675938
"491"	"2014-05-21"	10	831	830	0.000316942297653113
"492"	"2014-05-21"	11	846	823	0.0264891716649955
"493"	"2014-05-21"	12	828	766	0.073731683923978
"494"	"2014-05-21"	13	636	768	-0.208935230785386
"495"	"2014-05-21"	14	700	675	0.0353096215566766
"496"	"2014-05-21"	15	712	700	0.0164725991436169
"497"	"2014-05-21"	16	714	695	0.0258707066154278
"498"	"2014-05-21"	17	695	547	0.212670082836386
"499"	"2014-05-21"	18	488	551	-0.130517954734002
"500"	"2014-05-21"	19	287	303	-0.0562617781907154
"501"	"2014-05-21"	20	163	168	-0.0336936864806601
"502"	"2014-05-21"	21	98	87	0.104785288751215
"503"	"2014-05-21"	22	50	56	-0.137632269063587
"504"	"2014-05-21"	23	20	35	-0.778913992846234
"505"	"2014-05-22"	0	41	32	0.212330620745511
"506"	"2014-05-22"	1	100	98	0.0111940358824917
"507"	"2014-05-22"	2	250	212	0.149776988467053
"508"	"2014-05-22"	3	368	370	-0.00713800390781556
"509"	"2014-05-22"	4	558	534	0.0414072106604155
"510"	"2014-05-22"	5	695	708	-0.0199615180304494
"511"	"2014-05-22"	6	769	829	-0.078557310630803
"512"	"2014-05-22"	7	758	807	-0.0654965723256093
"513"	"2014-05-22"	8	694	730	-0.0529533133665182
"514"	"2014-05-22"	9	752	763	-0.0156836495235749
"515"	"2014-05-22"	10	754	759	-0.00664063021803732
"516"	"2014-05-22"	11	761	757	0.00469716446870795
"517"	"2014-05-22"	12	661	697	-0.0544982913823205
"518"	"2014-05-22"	13	589	633	-0.074883748310676
"519"	"2014-05-22"	14	590	629	-0.0665123036188756
"520"	"2014-05-22"	15	647	610	0.0568075909525312
"521"	"2014-05-22"	16	674	636	0.0558433458663652
"522"	"2014-05-22"	17	623	519	0.166168123213679
"523"	"2014-05-22"	18	480	497	-0.0360447696397226
"524"	"2014-05-22"	19	305	291	0.0435978987935196
"525"	"2014-05-22"	20	163	173	-0.067447550755424
"526"	"2014-05-22"	21	85	86	-0.0139162146550567
"527"	"2014-05-22"	22	41	49	-0.202136231212604
"528"	"2014-05-22"	23	39	29	0.238535594795422
"529"	"2014-05-23"	0	50	54	-0.0974890105859527
"530"	"2014-05-23"	1	109	113	-0.0408193616251399
"531"	"2014-05-23"	2	216	212	0.0161199381193619
"532"	"2014-05-23"	3	303	322	-0.0633216140069512
"533"	"2014-05-23"	4	467	484	-0.0369204183291088
"534"	"2014-05-23"	5	628	622	0.00825252521342297
